Curso;Unidade de execução;Turno;Turma;asdssssssssss;Inscritos no turno (no 1º semestre é baseado em estimativas);Turnoss com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;asd;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;23/11/2015;Sala de Aulas normal;;;
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;16/11/2015;Sala de Aulas normal;;;
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;09/11/2015;Sala de Aulas normal;;;
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;02/11/2015;Sala de Aulas normal;;;
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;26/10/2015;Sala de Aulas normal;;;
ISCTE-IUL, LCP, LHMC, LP, LS, LS-PL, MIA;Língua Espanhola;00670TP02;CI-CT1;13:00:00;23;FALSO;FALSO;Seg;00:00:00;00:00:00;13:00:00;19/10/2015;Sala de Aulas normal;;;
DCCo;Tese em Ciências da Comunicação III;02582PL01;;;0;VERDADEIRO;FALSO;;00:00:00;00:00:00;;;;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;30/11/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;23/11/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;16/11/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;09/11/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;02/11/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;26/10/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;19/10/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;12/10/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;05/10/2015;Sala Aulas Mestrado;;;
MPP;Marketing Político;01714TP01;MPPA1;22:30:00;12;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;28/09/2015;Sala Aulas Mestrado;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;15/12/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;01/12/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;24/11/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;17/11/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;10/11/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;03/11/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;27/10/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;20/10/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;13/10/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;06/10/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;29/09/2015;Sala de Aulas normal;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;12:30:00;30;FALSO;FALSO;Ter;00:00:00;00:00:00;12:30:00;22/09/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;10/12/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;03/12/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;26/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;19/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;12/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;05/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;29/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;22/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;15/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;08/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;01/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;16:00:00;32;FALSO;FALSO;Qui;00:00:00;00:00:00;16:00:00;24/09/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;07/12/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;30/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;23/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;16/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;09/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;02/11/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;26/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;19/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;12/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;05/10/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;28/09/2015;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;17:30:00;32;FALSO;FALSO;Seg;00:00:00;00:00:00;17:30:00;21/09/2015;Sala de Aulas normal;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Ter;00:00:00;00:00:00;22:00:00;15/12/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Ter;00:00:00;00:00:00;22:00:00;24/11/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;20:00:00;17;FALSO;FALSO;Ter;00:00:00;00:00:00;20:00:00;24/11/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Sex;00:00:00;00:00:00;22:00:00;20/11/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;22:00:00;16/12/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;22:00:00;09/12/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;22:00:00;07/10/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;22:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;22:00:00;30/09/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;20:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;16/12/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;20:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;14/10/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;20:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;07/10/2015;Sala Aulas Mestrado;;;
MPSS;Saúde e Processos de Grupo;01148-1TP02;MPSSA1;20:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;30/09/2015;Sala Aulas Mestrado;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;11/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;04/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;27/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;20/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;13/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;06/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;30/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;23/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;16/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;09/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;02/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;17:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;17:30:00;25/09/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;11/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;04/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;27/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;20/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;13/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;06/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;30/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;23/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;16/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;09/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;02/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;16:00:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;16:00:00;25/09/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;11/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;04/12/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;27/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;20/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;13/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;06/11/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;30/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;23/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;16/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;09/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;02/10/2015;Laboratório de Informática;;;
LCP;Laboratório de Elaboração de Projectos em Ciência Política;00488PL01;CPC1;14:30:00;38;VERDADEIRO;FALSO;Sex;00:00:00;00:00:00;14:30:00;25/09/2015;Laboratório de Informática;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;25/11/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;18/11/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;11/11/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;04/11/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;28/10/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;21/10/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;14/10/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;07/10/2015;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;20:00:00;18;VERDADEIRO;FALSO;Qua;00:00:00;00:00:00;20:00:00;30/09/2015;Não necessita de sala;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;02/12/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;25/11/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;18/11/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;11/11/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;04/11/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;28/10/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;21/10/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;14/10/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;07/10/2015;Sala Aulas Mestrado;;;
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS;Pesquisa de Terreno;M8109TP02;MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1;20:00:00;35;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;30/09/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;22:30:00;17;FALSO;FALSO;Seg;00:00:00;00:00:00;22:30:00;14/12/2015;Sala de Aulas normal;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;20:00:00;17;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;14/12/2015;Sala de Aulas normal;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;22:30:00;17;FALSO;FALSO;Sex;00:00:00;00:00:00;22:30:00;11/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;20:00:00;17;FALSO;FALSO;Sex;00:00:00;00:00:00;20:00:00;11/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;22:30:00;17;FALSO;FALSO;Qui;00:00:00;00:00:00;22:30:00;17/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;22:30:00;17;FALSO;FALSO;Qui;00:00:00;00:00:00;22:30:00;10/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;20:00:00;17;FALSO;FALSO;Qui;00:00:00;00:00:00;20:00:00;17/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;20:00:00;17;FALSO;FALSO;Qui;00:00:00;00:00:00;20:00:00;10/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;22:30:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;22:30:00;09/12/2015;Sala Aulas Mestrado;;;
PGSRL;Práticas de Negociação e Gestão de Conflitos;00784-1TP01;PG-SRLA1;20:00:00;17;FALSO;FALSO;Qua;00:00:00;00:00:00;20:00:00;09/12/2015;Sala Aulas Mestrado;;;
226;Programação Web (Iefp);02999TP02;B;13:00:00;25;FALSO;FALSO;Qui;00:00:00;00:00:00;13:00:00;21/01/2016;Sala de Aulas normal;;;
226;Programação Web (Iefp);02999TP02;B;13:00:00;25;FALSO;FALSO;Qui;00:00:00;00:00:00;13:00:00;14/01/2016;Sala de Aulas normal;;;
226;Programação Web (Iefp);02999TP02;B;13:00:00;25;FALSO;FALSO;Qui;00:00:00;00:00:00;13:00:00;07/01/2016;Sala de Aulas normal;;;
