Curso;Unidade de execução;Turno;Turma;asdssssssssss;Inscritos no turno (no 1º semestre é baseado em estimativas);Turnoss com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;asd;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
MCCTI;Participação Política e Poder na Era Digital;01729TP01;MCCTI-ICR-A1;20:00:00;13;FALSO;FALSO;Qui;00:00:00;00:00:00;20:00:00;15/10/2015;Sala Aulas Mestrado;;;
MCCTI;Participação Política e Poder na Era Digital;01729TP01;MCCTI-ICR-A1;20:00:00;13;FALSO;FALSO;Qui;00:00:00;00:00:00;20:00:00;08/10/2015;Sala Aulas Mestrado;;;
MCCTI;Participação Política e Poder na Era Digital;01729TP01;MCCTI-ICR-A1;20:00:00;13;FALSO;FALSO;Qui;00:00:00;00:00:00;20:00:00;01/10/2015;Sala Aulas Mestrado;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;01/12/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;24/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;17/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;10/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;03/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;27/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;20/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;13/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;06/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;29/09/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;14:30:00;37;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;22/09/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;14/12/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;07/12/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;30/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;23/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;16/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;09/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;02/11/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;26/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;19/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;12/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;05/10/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;28/09/2015;Sala de Aulas normal;;;
LFC;Matemática;L5027PL02;FCA3;16:00:00;37;FALSO;FALSO;Seg;00:00:00;00:00:00;16:00:00;21/09/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;15/12/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;01/12/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;24/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;17/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;10/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;03/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;27/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;20/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;13/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;06/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;29/09/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;16:00:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;16:00:00;22/09/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;15/12/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;01/12/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;24/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;17/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;10/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;03/11/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;27/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;20/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;13/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;06/10/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;29/09/2015;Sala de Aulas normal;;;
LFC;Gestão Comparada Internacional;L0558TP02;FCC2;14:30:00;20;FALSO;FALSO;Ter;00:00:00;00:00:00;14:30:00;22/09/2015;Sala de Aulas normal;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Seg;00:00:00;00:00:00;20:30:00;26/10/2015;Sala Aulas Mestrado Plus;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Seg;00:00:00;00:00:00;20:30:00;09/11/2015;Sala Aulas Mestrado Plus;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Qui;00:00:00;00:00:00;20:30:00;22/10/2015;Sala Aulas Mestrado Plus;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Qui;00:00:00;00:00:00;20:30:00;15/10/2015;Sala Aulas Mestrado Plus;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Qui;00:00:00;00:00:00;20:30:00;24/09/2015;Sala Aulas Mestrado Plus;;;
MGI;Negócios Internacionais;IntBuTP01;MGIA1;20:30:00;36;FALSO;FALSO;Seg;00:00:00;00:00:00;20:30:00;19/10/2015;Sala Aulas Mestrado Plus;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;14/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;07/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;30/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;23/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;16/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;02/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;26/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;19/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;12/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;05/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;28/09/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;21:00:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;21:00:00;21/09/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;14/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;07/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;30/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;23/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;16/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;02/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;26/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;19/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;12/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;05/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;28/09/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;22:30:00;54;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;22:30:00;21/09/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;16/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;09/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;02/12/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;25/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;18/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;04/11/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;28/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;21/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;14/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;07/10/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;30/09/2015;Sala de Aulas normal;;;
LIGE-PL;Álgebra;L0135TP01;I-PLA2, I-PLA1;19:30:00;54;FALSO;VERDADEIRO;Qua;00:00:00;00:00:00;19:30:00;23/09/2015;Sala de Aulas normal;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;18/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;11/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;04/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;20/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;13/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;06/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;30/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;23/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;16/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;09/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;02/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Sex;00:00:00;00:00:00;09:30:00;25/09/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;16/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;09/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;02/12/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;18/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;11/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;04/11/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;28/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;21/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;14/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;07/10/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;30/09/2015;Laboratório de Informática;;;
MIA;Gramáticas de Composição e Representação III;L2251TP03;ARC6, ARC5;09:30:00;21;FALSO;FALSO;Qua;00:00:00;00:00:00;09:30:00;23/09/2015;Laboratório de Informática;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Sex;00:00:00;00:00:00;18:00:00;08/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Qui;00:00:00;00:00:00;18:00:00;04/02/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Qui;00:00:00;00:00:00;18:00:00;28/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Qua;00:00:00;00:00:00;18:00:00;13/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Ter;00:00:00;00:00:00;18:00:00;02/02/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Ter;00:00:00;00:00:00;18:00:00;26/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Ter;00:00:00;00:00:00;18:00:00;19/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Ter;00:00:00;00:00:00;18:00:00;12/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Ter;00:00:00;00:00:00;18:00:00;05/01/2016;Sala de Aulas normal;;;
226;Business Inteligence e Sistemas de Apoio à Decisão;03001TP04;D;18:00:00;22;FALSO;FALSO;Seg;00:00:00;00:00:00;18:00:00;01/02/2016;Sala de Aulas normal;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;09/11/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;02/11/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;26/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;19/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;12/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;22:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;22:00:00;05/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;09/11/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;02/11/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;26/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;19/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;12/10/2015;Sala Aulas Mestrado;;;
MPCPCJR;Avaliação Psicológica da Criança e do Adulto;02817TP02;MPCPCJRA1;20:00:00;28;FALSO;FALSO;Seg;00:00:00;00:00:00;20:00:00;05/10/2015;Sala Aulas Mestrado;;;
ISCTE-IUL;Seminário em Métodos de Pesquisa e Análise na Internet;02677TP01;SEMIN_15;16:00:00;6;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;16:00:00;23/11/2015;Sala de Aulas normal;;;
ISCTE-IUL;Seminário em Métodos de Pesquisa e Análise na Internet;02677TP01;SEMIN_15;16:00:00;6;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;16:00:00;16/11/2015;Sala de Aulas normal;;;
ISCTE-IUL;Seminário em Métodos de Pesquisa e Análise na Internet;02677TP01;SEMIN_15;16:00:00;6;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;16:00:00;09/11/2015;Sala de Aulas normal;;;
ISCTE-IUL;Seminário em Métodos de Pesquisa e Análise na Internet;02677TP01;SEMIN_15;16:00:00;6;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;16:00:00;02/11/2015;Sala de Aulas normal;;;
ISCTE-IUL;Seminário em Métodos de Pesquisa e Análise na Internet;02677TP01;SEMIN_15;16:00:00;6;FALSO;VERDADEIRO;Seg;00:00:00;00:00:00;16:00:00;26/10/2015;Sala de Aulas normal;;;
